	name	full_name	X	y	mean_VEC	VEC_dif	mean_electronegativity	electronegativity_dif	atom_radius_dif	a2	melting_point_dif	Smix	aomiga	Hmix	Hmix_dif	Hmix_z	Hmix_p	Hmix_n	phase	label
116	CoVFeNiMn	V20.0Mn20.0Fe20.0Co20.0Ni20.0	11.20234	0.91215	7.8	0.22057	1.76	0.08147	0.03456	0.00671	0.11954	0.01338	2.69063	-8.96	1.73E+23	2.07E+23	0	2.07E+23	FCC+IM	9
117	MoNbTaTiVZr	Ti16.666666666666668V16.666666666666668Zr16.666666666666668Nb16.666666666666668Mo16.666666666666668Ta16.666666666666668	3.80101	0.80762	4.83333	0.14218	1.62667	0.15808	0.06261	0.01403	0.19007	0.0149	17.86589	-2.11111	5.87E+22	6.13E+22	2.61E+22	5.54E+22	BCC	0
118	Al1.5CoCrFeNiTi	Al1.5Ti19.7Cr19.7Fe19.7Co19.7Ni19.7	3.02373	0.83489	7.334	0.30048	1.76169	0.08042	0.06763	0.01646	0.10659	0.01383	1.52943	-16.92151	3.28E+23	3.86E+23	0	3.86E+23	BCC	0
119	Mg32Al24.5Zn24.5	Mg32.0Al24.5Zn24.5	0.17743	0.8509	4.315	0.94445	1.2179	0.24096	0.2222	0.04973	0.25327	0.00876	3.70251	-1.6415	9.71E+22	1.33E+23	2.56E+22	1.31E+23	IM	3
120	CoCrMoNb	Cr25.0Co25.0Nb25.0Mo25.0	3.43576	0.86448	6.5	0.23077	1.825	0.12039	0.05793	0.01002	0.18835	0.01153	2.35359	-11.75	1.65E+23	2.07E+23	0	2.07E+23	BCC+IM	8
121	Hf0.55CoCrFeNi2.0	Cr32.483333333333334Fe32.483333333333334Co32.483333333333334Ni2.0Hf0.55	25.02502	0.76201	7.69317	0.16938	1.78971	0.05657	0.01999	0.00147	0.0988	0.01	5.90612	-3.24927	7.44E+22	8.90E+22	0	8.90E+22	FCC+IM	9
122	Al0.95CoCrFeMnNi	Al0.95Cr19.81Mn19.81Fe19.81Co19.81Ni19.81	11.20928	0.85366	7.9525	0.1872	1.76452	0.07851	0.03496	0.00838	0.1279	0.0137	5.2362	-4.69109	1.07E+23	1.22E+23	1.60E+22	1.21E+23	FCC+BCC	5
123	Fe30Ni20Mn35Al15	Al15.0Mn35.0Fe30.0Ni20.0	3.74118	0.85534	7.3	0.28767	1.715	0.08796	0.05447	0.0096	0.18575	0.0111	1.52888	-11.33	2.37E+23	3.07E+23	0	3.07E+23	FCC+IM	9
124	Co2Mo0.8Ni2VW0.8	V94.4Co2.0Ni2.0Mo0.8W0.8	19.0645	0.90523	5.196	0.17188	1.65068	0.05715	0.01122	0.00124	0.07925	0.0024	2.13267	-2.45709	8.87E+22	1.04E+23	0	1.04E+23	FCC+IM	9
125	AlCuNi	Al33.333333333333336Ni33.333333333333336Cu33.333333333333336	2.40842	0.86012	8	0.44488	1.80667	0.07701	0.06157	0.00955	0.24232	0.00913	1.4485	-8.44444	3.58E+23	4.03E+23	7.21E+22	3.97E+23	FCC+IM	9
126	AlCoCrFeNiTi0.5	Al19.9Ti0.5Cr19.9Fe19.9Co19.9Ni19.9	3.96544	0.83455	7.184	0.34605	1.77681	0.06834	0.05852	0.01412	0.24204	0.01358	1.80744	-12.66277	2.45E+23	2.99E+23	0	2.99E+23	BCC	0
127	Al0.8CrCu1.5FeMnNi	Al0.8Cr24.425Mn24.425Fe24.425Ni24.425Cu1.5	8.90501	0.85383	7.76075	0.20276	1.73892	0.0812	0.03715	0.00809	0.14173	0.01229	5.77797	-3.81957	1.20E+23	1.31E+23	4.94E+22	1.22E+23	BCC+FCC	5
128	CoFeMoNiV	V20.0Fe20.0Co20.0Ni20.0Mo20.0	9.38906	0.90263	7.6	0.24404	1.882	0.09026	0.03775	0.00748	0.21205	0.01338	3.10189	-8.96	1.48E+23	1.78E+23	0	1.78E+23	FCC+IM	9
129	Zr57Ti5Al10Cu20Ni8	Al10.0Ti5.0Ni8.0Cu20.0Zr57.0	1.05031	0.76652	5.78	0.53638	1.5289	0.16335	0.09845	0.01365	0.23188	0.01018	0.58586	-31.5056	4.07E+23	6.86E+23	2.02E+22	6.85E+23	AM	4
130	Al12HfNbTiZr	Al12.0Ti22.0Zr22.0Nb22.0Hf22.0	5.35928	0.88339	4.1	0.14011	1.4626	0.09112	0.04961	0.00888	0.25072	0.01319	2.39852	-11.8976	3.52E+23	3.75E+23	4.42E+22	3.72E+23	IM	3
131	Al0.5CoCrCuFeNiV0.4	Al0.5V0.4Cr19.82Fe19.82Co19.82Ni19.82Cu19.82	62.39057	0.85303	8.7558	0.20294	1.83405	0.05129	0.01484	0.00289	0.15174	0.01374	8.73845	2.77748	1.74E+23	1.77E+23	1.55E+23	8.51E+22	FCC+BCC	5
132	AlCoCrFeNiTi0.2	Al19.96Ti0.2Cr19.96Fe19.96Co19.96Ni19.96	3.9849	0.83452	7.1936	0.34525	1.77752	0.06802	0.05814	0.01397	0.24237	0.01347	1.8215	-12.45759	2.40E+23	2.93E+23	0	2.93E+23	IM	3
133	CoFeMo0.6NiV	V24.85Fe24.85Co24.85Ni24.85Mo0.6	18.84614	0.90206	7.988	0.2343	1.81459	0.06178	0.02498	0.00539	0.10519	0.01176	2.11255	-10.45787	1.81E+23	2.30E+23	0	2.30E+23	FCC+IM	9
136	HfNbSi0.5TiVZr	Si0.5Ti19.9V19.9Zr19.9Nb19.9Hf19.9	2.60078	0.70961	4.398	0.1113	1.4821	0.09509	0.07226	0.01527	0.12675	0.01358	26.9323	-1.15898	1.57E+23	1.58E+23	3.76E+22	1.53E+23	BCC+IM	8
137	CoCrFeNiTi0.3	Ti0.3Cr24.925Fe24.925Co24.925Ni24.925	116.135	0.83276	8.23725	0.18149	1.81916	0.05374	0.01002	0.0009	0.09623	0.01166	5.47352	-3.98775	7.92E+22	9.61E+22	0	9.61E+22	FCC	1
138	CrFeNi2.2Al0.8	Al0.8Cr48.5Fe48.5Ni2.2	35.60719	0.85268	7.034	0.16177	1.74755	0.05036	0.01387	0.00092	0.10517	0.00685	8.14355	-1.66643	3.82E+22	4.83E+22	0	4.83E+22	FCC+IM	9
139	Al0.5CoCrNiTi0.5	Al0.5Ti0.5Cr33.0Co33.0Ni33.0	37.80694	0.83726	8.285	0.2123	1.81425	0.06258	0.01591	0.00129	0.11352	0.00957	3.22944	-5.5932	1.01E+23	1.33E+23	0	1.33E+23	BCC+FCC+IM	12
140	MgNi4Y	Mg48.0Ni4.0Y48.0	1.11152	0.68484	2.8	0.55328	1.2908	0.10371	0.07896	0.00727	0.31539	0.00693	1.15851	-8.2176	1.78E+23	2.74E+23	0	2.74E+23	IM	3
142	Al11Cu11Mg4	Mg4.0Al11.0Cu11.0	0.0024	0.69536	1.62	1.94161	0.4385	1.47142	1.46004	0.06029	1.4983	0.00511	10.82511	-0.1364	6.16E+22	6.60E+22	0	6.60E+22	IM	3
143	Hf0.5Mo0.5NbSi0.5TiZr	Si0.5Ti32.833333333333336Zr32.833333333333336Nb32.833333333333336Mo0.5Hf0.5	3.46204	0.711	4.33833	0.11147	1.49445	0.08581	0.05315	0.00863	0.1534	0.00978	19.4411	1.14413	1.63E+23	1.64E+23	4.70E+22	1.57E+23	BCC+IM	8
144	Cu50Zr50	Cu50.0Zr50.0	0.45261	0.78391	7.5	0.46667	1.615	0.17647	0.11281	0	0.22095	0.00576	0.43648	-23	0	4.78E+23	0	4.78E+23	AM	4
145	AlCoCrFeMo0.5Ni	Al19.9Cr19.9Fe19.9Co19.9Ni19.9Mo0.5	4.05362	0.85431	7.194	0.34434	1.77991	0.06924	0.05788	0.01391	0.24636	0.01358	1.87017	-12.27273	2.36E+23	2.88E+23	0	2.88E+23	BCC+IM	8
147	Fe34Ni16Mn39Al11	Al11.0Mn39.0Fe34.0Ni16.0	3.9462	0.85519	7.38	0.24969	1.7094	0.08752	0.05173	0.00811	0.16553	0.01056	1.88616	-8.8868	2.08E+23	2.61E+23	0	2.61E+23	IM	3
148	CrFeTaVW	V20.0Cr20.0Fe20.0Ta20.0W20.0	4.52624	0.85717	6	0.18257	1.796	0.16758	0.05437	0.01124	0.27625	0.01338	5.50211	-6.4	9.17E+22	1.07E+23	5.50E+21	1.07E+23	IM	3
149	HfNbTiZr	Ti25.0Zr25.0Nb25.0Hf25.0	4.85752	0.8837	4.25	0.10189	1.4425	0.0899	0.04872	0.00733	0.13556	0.01153	10.75173	2.5	3.77E+22	4.66E+22	4.66E+22	0	BCC	0
150	B3FeNd2	B3.0Fe95.0Nd2.0	0.34773	0.4831	7.75	0.14061	1.8225	0.05699	0.0745	0.00789	0.06529	0.00193	1.16655	-3.0056	1.63E+23	1.82E+23	5.50E+21	1.81E+23	IM	3
151	NbTa0.2Ti1.8Zr	Ti1.8Zr49.0Nb49.0Ta0.2	1.99905	0.88361	4.492	0.11129	1.46642	0.09139	0.05711	0.00075	0.13046	0.00652	4.04044	3.92406	1.28E+22	5.87E+22	5.87E+22	0	BCC	0
152	Al0.8CoCrCu0.2FeNiSi0.2	Al0.8Si0.2Cr24.7Fe24.7Co24.7Ni24.7Cu0.2	60.32384	0.78957	8.205	0.19003	1.81864	0.05392	0.01411	0.00135	0.10697	0.01201	5.10863	-4.37941	1.03E+23	1.19E+23	1.65E+22	1.18E+23	BCC+IM	8
155	BFe14Nd2	B84.0Fe14.0Nd2.0	0.10261	0.43819	3.7	0.4689	1.9926	0.0712	0.20135	0.0257	0.10274	0.00416	0.60384	-15.512	1.83E+23	3.52E+23	1.70E+21	3.52E+23	IM	3
156	Al0.67CoCrCuFeMnNiTiV	Al0.67Ti12.41625V12.41625Cr12.41625Mn12.41625Fe12.41625Co12.41625Ni12.41625Cu12.41625	5.68051	0.83527	7.46985	0.30963	1.73665	0.08551	0.05552	0.01322	0.1552	0.01751	3.74386	-8.44242	2.94E+23	3.06E+23	1.01E+23	2.89E+23	BCC+IM	8
157	Fe36Co21Cr18Ni15Al10	Al10.0Cr18.0Fe36.0Co21.0Ni15.0	6.3981	0.85346	7.65	0.2584	1.7999	0.05726	0.04443	0.00948	0.17984	0.01263	2.94837	-7.5744	1.66E+23	1.98E+23	0	1.98E+23	IM	3
159	Zr42.63Ti12.37Cu11.25Ni10Be23.75	Be23.75Ti12.37Ni10.0Cu11.25Zr42.63	0.59196	0.68914	4.9125	0.61844	1.5351	0.14161	0.1422	0.02103	0.15596	0.01197	0.61053	-36.14028	5.24E+23	7.44E+23	1.67E+22	7.43E+23	AM	4
161	Al0.7Co0.3CrFeNi	Al0.7Cr33.0Fe33.0Co0.3Ni33.0	57.8064	0.85269	7.968	0.21064	1.79891	0.05838	0.01286	0.00107	0.1115	0.00956	3.80242	-4.77472	7.44E+22	1.05E+23	0	1.05E+23	IM	3
162	AlCoCrCu0.5Fe1.5Ni	Al24.5Cr24.5Fe1.5Co24.5Ni24.5Cu0.5	3.27976	0.85472	7.035	0.38782	1.76665	0.07409	0.06099	0.01345	0.27073	0.0122	1.34466	-14.9999	2.57E+23	3.43E+23	2.20E+22	3.42E+23	FCC+IM	9
163	AlCrMoTi	Al25.0Ti25.0Cr25.0Mo25.0	3.25683	0.84505	4.75	0.27348	1.7425	0.14048	0.0595	0.01158	0.35359	0.01153	1.63693	-14	2.41E+23	3.01E+23	0	3.01E+23	BCC	0
164	Al3Nb10Ni9	Al3.0Ni9.0Nb10.0	0.00165	0.79498	1.49	1.87658	0.3802	1.67341	1.66903	0.05223	1.79432	0.00459	1.37234	-1.5336	4.80E+23	5.09E+23	0	5.09E+23	IM	3
168	Al0.3HfNbTaTiZr	Al0.3Ti19.94Zr19.94Nb19.94Hf19.94Ta19.94	5.41699	0.88317	4.3958	0.11263	1.45447	0.08139	0.04994	0.00966	0.19203	0.01351	14.50938	2.34478	6.21E+22	6.56E+22	4.25E+22	5.00E+22	BCC	0
169	Al0.5CoCrCuFeNiV0.6	Al0.5V0.6Cr19.78Fe19.78Co19.78Ni19.78Cu19.78	61.41519	0.85303	8.7482	0.20383	1.83363	0.05149	0.01499	0.00293	0.15189	0.0138	9.00621	2.70794	1.74E+23	1.78E+23	1.55E+23	8.71E+22	FCC+BCC+IM	12
170	Al1.25MoNbTiV	Al1.25Ti24.6875V24.6875Nb24.6875Mo24.6875	7.24	0.89302	4.975	0.14813	1.73097	0.14313	0.04061	0.00695	0.17551	0.01194	8.18991	-3.5334	7.82E+22	8.64E+22	1.48E+22	8.51E+22	BCC	0
171	AlCoCrFe2Mo0.5Ni	Al24.375Cr24.375Fe2.0Co24.375Ni24.375Mo0.5	3.30717	0.85472	7.015	0.38614	1.76827	0.07534	0.06101	0.01348	0.27357	0.01231	1.35373	-15.11086	2.53E+23	3.40E+23	0	3.40E+23	BCC+IM	8
172	AlCoCrFeMo0.5Ni2	Al24.375Cr24.375Fe24.375Co24.375Ni2.0Mo0.5	3.23047	0.85467	6.5675	0.35253	1.75038	0.06707	0.06173	0.01361	0.27293	0.01231	1.78347	-11.59799	2.04E+23	2.67E+23	0	2.67E+23	BCC+FCC+IM	12
173	MoNbTiV3Zr	Ti24.25V3.0Zr24.25Nb24.25Mo24.25	3.23728	0.80889	4.7575	0.17188	1.65667	0.1825	0.06164	0.01257	0.16486	0.0123	11.6524	-2.55595	7.16E+22	7.63E+22	3.24E+22	6.90E+22	BCC	0
174	Al11.1CoCrCuFeMnNiTiV	Al11.1Ti11.1125V11.1125Cr11.1125Mn11.1125Fe11.1125Co11.1125Ni11.1125Cu11.1125	5.00469	0.83592	7.0005	0.3688	1.72335	0.08458	0.06042	0.01539	0.21964	0.01827	2.45798	-12.73681	3.48E+23	3.70E+23	9.51E+22	3.58E+23	FCC+BCC	5
175	CoFeMnTiVZr2.6	Ti19.48V19.48Mn19.48Fe19.48Co19.48Zr2.6	3.01855	0.75341	6.5324	0.28728	1.67674	0.09034	0.0682	0.01486	0.11852	0.01404	1.81551	-14.32045	2.68E+23	3.19E+23	0	3.19E+23	IM	3
176	AlCrMnTiV	Al20.0Ti20.0V20.0Cr20.0Mn20.0	4.14578	0.84442	5	0.28284	1.598	0.02892	0.05681	0.01163	0.27134	0.01338	1.57474	-14.88	2.85E+23	3.45E+23	1.65E+22	3.45E+23	IM	3
177	ErTbDyNiAl	Al20.0Ni20.0Tb20.0Dy20.0Er20.0	0.70904	0.6881	4.4	0.63636	1.416	0.21208	0.13737	0.02661	0.20325	0.01338	0.55373	-37.6	6.29E+23	8.38E+23	0	8.38E+23	AM	4
178	CrMoNbReTaVW	V14.285714285714286Cr14.285714285714286Nb14.285714285714286Mo14.285714285714286Ta14.285714285714286W14.285714285714286Re14.285714285714286	8.67787	0.86528	5.71429	0.12247	1.83	0.16333	0.04318	0.01014	0.18956	0.01618	4.74671	-9.95918	1.34E+23	1.49E+23	3.54E+21	1.49E+23	BCC	0
179	Al1.8CoCrCuFe	Al1.8Cr24.55Fe24.55Co24.55Cu24.55	25.30475	0.85319	8.401	0.22977	1.81377	0.05379	0.02184	0.00345	0.17561	0.01207	4.01545	5.30231	1.90E+23	2.04E+23	1.88E+23	7.86E+22	FCC+BCC	5
180	CrMoNbTaVW	V16.666666666666668Cr16.666666666666668Nb16.666666666666668Mo16.666666666666668Ta16.666666666666668W16.666666666666668	6.88801	0.8652	5.5	0.09091	1.81833	0.17674	0.04651	0.01051	0.19401	0.0149	8.63218	-4.88889	6.15E+22	7.13E+22	4.26E+21	7.12E+22	BCC	0
181	Al0.3CrFe1.5MnNi	Al0.3Cr32.733333333333334Mn32.733333333333334Fe1.5Ni32.733333333333334	6.73363	0.85421	7.65767	0.22253	1.70823	0.08788	0.03813	0.00624	0.15364	0.00979	3.0319	-5.83288	1.14E+23	1.47E+23	2.62E+22	1.45E+23	BCC	0
182	CuMnNiSn10	Mn30.0Ni30.0Cu30.0Sn10.0	1.67595	0.74755	8.8	0.25813	1.804	0.09263	0.08072	0.01564	0.23795	0.01092	32.57711	-0.48	1.75E+23	1.76E+23	1.05E+23	1.40E+23	FCC+IM	9
183	NbTaTiVW	Ti20.0V20.0Nb20.0Ta20.0W20.0	9.56562	0.89325	5	0.12649	1.726	0.18553	0.0374	0.00756	0.23703	0.01338	10.0779	-3.68	5.89E+22	6.63E+22	1.17E+22	6.53E+22	BCC	0
184	AlHfNbTiZr	Al20.0Ti20.0Zr20.0Nb20.0Hf20.0	5.42117	0.88319	4	0.15811	1.476	0.09076	0.04968	0.00956	0.30537	0.01338	1.41795	-19.36	4.34E+23	4.85E+23	4.24E+22	4.83E+23	BCC	0
185	CrFeMnV	V25.0Cr25.0Mn25.0Fe25.0	9.06198	0.91236	6.5	0.17201	1.6675	0.06121	0.03567	0.00594	0.14461	0.01153	9.85559	-2.25	6.58E+22	7.23E+22	1.88E+22	6.98E+22	BCC	0
186	Al0.5CoCrCuFeNiTi	Al0.5Ti16.583333333333332Cr16.583333333333332Fe16.583333333333332Co16.583333333333332Ni16.583333333333332Cu16.583333333333332	3.97669	0.83473	7.975	0.30101	1.78578	0.07782	0.06158	0.01524	0.14154	0.01508	3.11965	-8.66866	3.48E+23	3.62E+23	1.28E+23	3.39E+23	FCC+BCC+IM	12
188	Mo1.5NbHfZrTi	Ti24.625Zr24.625Nb24.625Mo1.5Hf24.625	4.8	0.84119	4.27625	0.11213	1.45326	0.10698	0.05	0.00788	0.13723	0.012	13.18116	2.13006	4.40E+22	4.96E+22	4.57E+22	1.92E+22	BCC	0
189	CoFeMnTiVZr2	Ti19.6V19.6Mn19.6Fe19.6Co19.6Zr2.0	3.14241	0.7533	6.548	0.28586	1.67888	0.08903	0.06658	0.01449	0.11841	0.01393	1.82946	-14.08691	2.63E+23	3.14E+23	0	3.14E+23	IM	3
190	CoCrFeNiZr0.55	Cr24.8625Fe24.8625Co24.8625Ni24.8625Zr0.55	25.70529	0.74796	8.22663	0.18332	1.8173	0.05668	0.02138	0.00151	0.09656	0.01175	4.99819	-4.40352	1.14E+23	1.28E+23	0	1.28E+23	FCC+IM	9
192	CrMoNbTiW	Ti20.0Cr20.0Nb20.0Mo20.0W20.0	4.75429	0.84495	5.4	0.14815	1.864	0.17792	0.05305	0.01144	0.22757	0.01338	6.43291	-5.6	7.15E+22	8.59E+22	1.20E+22	8.51E+22	IM	3
193	AlMo0.5NbTa0.5TiZr0.5	Al32.833333333333336Ti32.833333333333336Zr0.5Nb32.833333333333336Mo0.5Ta0.5	53.34596	0.83816	4.015	0.2056	1.58453	0.03432	0.01354	0.00199	0.39606	0.00978	0.909	-20.31588	3.20E+23	4.48E+23	2.60E+22	4.47E+23	IM	3
194	Al8Cu0.5Li0.5Mg0.5Zn0.5	Li0.5Mg0.5Al8.0Cu0.5Zn0.5	0.00032	0.66341	0.37	3.636	0.158	2.8655	2.84865	0.01582	2.89393	0.00256	20.61696	-0.0114	8.36E+22	8.39E+22	1.63E+22	8.23E+22	FCC+IM	9
195	CoCuNiAl	Al25.0Co25.0Ni25.0Cu25.0	3.36683	0.85943	8.25	0.37727	1.825	0.06827	0.05852	0.01251	0.23279	0.01153	2.0852	-8	3.47E+23	3.75E+23	9.03E+22	3.64E+23	BCC+FCC	5
196	AlCrFeNiMo	Al20.0Cr20.0Fe20.0Ni20.0Mo20.0	3.76167	0.85524	6.6	0.35339	1.834	0.10699	0.05964	0.01158	0.33462	0.01338	2.38354	-10.72	1.78E+23	2.19E+23	0	2.19E+23	BCC+IM	8
197	Al90Mg7.1Zn1.35Cu1.35Si0.3	Mg7.1Al90.0Si0.3Cu1.35Zn1.35	2.84559	0.7082	3.1645	0.44751	1.59564	0.05444	0.03487	0.00463	0.07467	0.00346	4.21282	-0.77066	8.49E+22	9.30E+22	8.57E+21	9.26E+22	IM	3
198	Mg65Cu15Ag5Pd5Gd10	Mg65.0Cu15.0Pd5.0Ag5.0Gd10.0	1.03781	0.6935	4.3	0.87665	1.463	0.20373	0.09364	0.01806	0.25524	0.0091	0.76654	-13.24	5.30E+23	6.71E+23	1.12E+22	6.71E+23	AM	4
199	CoCrFeNiCu0.25Al	Al19.95Cr19.95Fe19.95Co19.95Ni19.95Cu0.25	4.03651	0.85429	7.2095	0.34483	1.77831	0.0678	0.05781	0.01386	0.2426	0.01349	1.86268	-12.19065	2.38E+23	2.90E+23	1.84E+22	2.89E+23	BCC	0
201	MoNbTiZr	Ti25.0Zr25.0Nb25.0Mo25.0	3.21563	0.83911	4.75	0.17456	1.6575	0.18519	0.05988	0.01184	0.16596	0.01153	11.2014	-2.5	7.29E+22	7.75E+22	3.33E+22	6.99E+22	BCC	0
202	Al84.8Mg10Zn2Cu2Si1.2	Mg10.0Al84.8Si1.2Cu2.0Zn2.0	2.38661	0.70818	3.252	0.52802	1.59008	0.06693	0.04494	0.00703	0.11322	0.00482	2.73345	-1.6665	1.54E+23	1.73E+23	1.01E+22	1.72E+23	IM	3
203	AlCoCrFeNiSi0.2	Al19.96Si0.2Cr19.96Fe19.96Co19.96Ni19.96	4.00278	0.79169	7.1936	0.34525	1.77824	0.0678	0.05801	0.01391	0.24235	0.01347	1.80889	-12.54063	2.43E+23	2.97E+23	0	2.97E+23	BCC	0
204	NbTiV3Zr	Ti32.333333333333336V3.0Zr32.333333333333336Nb32.333333333333336	3.42757	0.81045	4.35333	0.1098	1.4942	0.07796	0.05396	0.0094	0.15017	0.00998	10.12643	2.23747	3.92E+22	4.83E+22	4.61E+22	1.44E+22	BCC	0
205	Ti2ZrHf0.5VNb0.75	Ti2.0V48.375Zr48.375Nb0.75Hf0.5	0.7481	0.80889	4.49125	0.11131	1.4812	0.10039	0.09687	0.00162	0.03249	0.00702	3.99013	-3.79564	2.33E+22	6.59E+22	8.17E+21	6.54E+22	BCC	0
206	Co1.5CrFeNi1.5Ti	Ti32.333333333333336Cr32.333333333333336Fe32.333333333333336Co1.5Ni1.5	1.69603	0.83598	6.105	0.28137	1.68322	0.07306	0.07736	0.01301	0.07894	0.01015	1.6739	-11.94824	1.77E+23	2.48E+23	0	2.48E+23	FCC+IM	9
208	AlCoCrCu0.5Fe0.5Ni	Al24.75Cr24.75Fe0.5Co24.75Ni24.75Cu0.5	3.19251	0.85474	7.025	0.39008	1.766	0.0744	0.06113	0.01335	0.2722	0.01193	1.29972	-15.16055	2.56E+23	3.46E+23	2.18E+22	3.45E+23	BCC+FCC	5
209	AlCrFeNiMo0.8	Al24.8Cr24.8Fe24.8Ni24.8Mo0.8	3.01145	0.85466	6.744	0.38205	1.75576	0.07231	0.06265	0.01356	0.27835	0.01182	1.50376	-13.14995	2.19E+23	2.96E+23	0	2.96E+23	BCC+IM	8
210	CuNi2FeCrAl2.1	Al2.1Cr31.96666666666667Fe31.96666666666667Ni2.0Cu31.96666666666667	18.47313	0.85325	8.25467	0.26252	1.79501	0.05769	0.02375	0.00309	0.19905	0.01042	2.03005	9.05436	1.91E+23	2.40E+23	2.33E+23	6.00E+22	BCC	0
211	Ti25Zr25Ni16.67Co16.67Cu16.67	Ti25.0Co16.67Ni16.67Cu16.67Zr25.0	1.20345	0.76122	7.001	0.4364	1.66602	0.14565	0.10477	0.02065	0.13939	0.01321	0.81158	-29.72794	5.45E+23	6.64E+23	4.77E+22	6.63E+23	IM	3
212	Al85.4Mg10Zn2Cu2Si0.6	Mg10.0Al85.4Si0.6Cu2.0Zn2.0	2.58846	0.7083	3.246	0.52872	1.58834	0.06528	0.04211	0.00643	0.09584	0.00459	3.57624	-1.20718	1.15E+23	1.28E+23	1.02E+22	1.28E+23	IM	3
213	AlCo1.5Cr2Fe1.5Mn2NiV	Al31.0V31.0Cr2.0Mn2.0Fe1.5Co1.5Ni31.0	3.45041	0.85613	6.095	0.47171	1.71635	0.07958	0.05748	0.00972	0.31008	0.0114	0.78419	-23.6875	2.35E+23	4.65E+23	1.78E+21	4.65E+23	IM	3
214	Al20Cr25Co25Ni25Si5	Al20.0Si5.0Cr25.0Co25.0Ni25.0	3.34296	0.79152	7.05	0.37922	1.7795	0.07289	0.06132	0.0141	0.24851	0.01257	1.09166	-19.46	3.50E+23	4.50E+23	0	4.50E+23	BCC+IM	8
215	Al0.6CrCuFeNi2	Al0.6Cr32.46666666666667Fe32.46666666666667Ni2.0Cu32.46666666666667	35.67136	0.85314	8.33467	0.24991	1.79781	0.0566	0.01676	0.00236	0.19043	0.01002	1.81526	9.80736	1.77E+23	2.38E+23	2.35E+23	3.95E+22	FCC	1
216	CoCrFeNiTi	Ti20.0Cr20.0Fe20.0Co20.0Ni20.0	2.98954	0.83479	7.4	0.29109	1.764	0.08022	0.0669	0.01604	0.08681	0.01338	1.54591	-16.32	3.22E+23	3.78E+23	0	3.78E+23	IM	3
217	CoCuFeNiSn0.05	Fe24.9875Co24.9875Ni24.9875Cu24.9875Sn0.05	65.35135	0.73901	9.49725	0.1184	1.88004	0.01642	0.0133	0.00249	0.10943	0.01156	3.84937	5.002	1.44E+23	1.63E+23	1.62E+23	2.44E+22	FCC+IM	9
218	FeCoCrNiCuAlMo0.6	Al16.566666666666666Cr16.566666666666666Fe16.566666666666666Co16.566666666666666Ni16.566666666666666Cu16.566666666666666Mo0.6	5.39134	0.85428	7.82233	0.34102	1.8005	0.06774	0.05294	0.01301	0.24622	0.01511	5.24075	-4.72062	2.79E+23	2.86E+23	1.42E+23	2.48E+23	BCC+IM	8
219	AlCrMoSi0.05TaTi	Al19.990000000000002Si0.05Ti19.990000000000002Cr19.990000000000002Mo19.990000000000002Ta19.990000000000002	4.41218	0.77968	4.7996	0.24294	1.6941	0.14134	0.05513	0.01199	0.36316	0.01341	2.17932	-13.8314	2.11E+23	2.54E+23	6.44E+21	2.54E+23	BCC+IM	8
221	Al2.3CoCrCuFeNi	Al2.3Cr19.54Fe19.54Co19.54Ni19.54Cu19.54	24.80537	0.85315	8.6666	0.22038	1.8308	0.05311	0.02374	0.00408	0.16406	0.01398	12.72738	1.92195	1.90E+23	1.92E+23	1.55E+23	1.13E+23	FCC+BCC	5
222	Al13.00Co20.94Cr20.94Fe20.94Ni20.94Ti3.00C0.25	C0.25Al13.0Ti3.0Cr20.94Fe20.94Co20.94Ni20.94	4.11295	0.52963	7.4302	0.31069	1.78631	0.07104	0.05853	0.01404	0.21997	0.01409	1.98018	-12.51764	2.65E+23	3.10E+23	0	3.10E+23	IM	3
225	C0.3Hf0.5Mo0.5NbTiZr	C0.3Ti32.9Zr32.9Nb32.9Mo0.5Hf0.5	2.96983	0.50062	4.339	0.1115	1.49558	0.09214	0.05718	0.00885	0.16283	0.00971	19.17714	1.15681	2.04E+23	2.04E+23	4.69E+22	1.99E+23	BCC+IM	8
226	AuCdSn	Cd33.333333333333336Sn33.333333333333336Au33.333333333333336	3.89423	0.88259	9	0.39545	2.06333	0.17187	0.04842	0.0073	0.4594	0.00913	0.79472	-9.33333	2.82E+23	4.42E+23	0	4.42E+23	IM	3
227	AlCr1.5NbTiV	Al24.625Ti24.625V24.625Cr1.5Nb24.625	6.92751	0.84636	4.27625	0.19876	1.59597	0.02144	0.04162	0.0089	0.33391	0.012	1.45281	-16.15031	2.85E+23	3.53E+23	1.82E+22	3.53E+23	BCC+IM	8
228	MoNbTiV1.5Zr	Ti24.625V1.5Zr24.625Nb24.625Mo24.625	3.24833	0.80899	4.75375	0.17323	1.65709	0.18385	0.06078	0.01224	0.16542	0.012	11.50687	-2.52899	7.22E+22	7.69E+22	3.29E+22	6.95E+22	BCC	0
229	Ca2Mg6Zn3	Mg6.0Ca2.0Zn3.0	0.0004	0.53239	0.52	3.90765	0.1481	2.72764	2.70743	0.02939	2.72617	0.00293	2.61328	-0.1104	4.39E+23	4.43E+23	0	4.43E+23	IM	3
231	Al0.4CrFe1.5Ni0.5	Al0.4Cr97.6Fe1.5Ni0.5	12.97737	0.85284	6.038	0.06919	1.6636	0.01639	0.00929	0.00036	0.04406	0.00112	6.81133	-0.35636	2.59E+22	2.72E+22	0	2.72E+22	IM	3
